OwnSite,Product,Own Price,Competitor,CompetitorProduct,Competitor Price,Period,CompetitorDate
The site,Cred-R,2.959,The site,1Regular,2.959,2021-08,2021-08-25
The site,Cred-R,2.959,The site,1Regular,2.959,2021-08,2021-08-25
The site,Cred-R,2.959,The competitor2,1Regular,2.959,2021-08,2021-08-25
The site,Cred-R,2.959,The competitor2,1Regular,2.959,2021-08,2021-08-25
The site,Md,3.459,The site,2Mid-Grade,3.459,2021-08,2021-08-25
The site,Md,3.459,The competitor2,2Mid-Grade,3.359,2021-08,2021-08-25
The site,Md,3.459,The competitor2,2Mid-Grade,3.359,2021-08,2021-08-25
The site,Pm,3.559,The competitor1,3Premium,3.319,2021-08,2021-08-25
The site,Pm,3.559,The site,3Premium,3.559,2021-08,2021-08-25
The site,Pm,3.559,The competitor2,3Premium,3.759,2021-08,2021-08-25
The site,Pm,3.559,The competitor2,3Premium,3.759,2021-08,2021-08-25
The site,Cred-R,2.959,The competitor1,1Regular,2.919,2021-08,2021-08-26
The site,Cred-R,2.959,The site,1Regular,2.959,2021-08,2021-08-26
The site,Cred-R,2.959,The site,1Regular,2.959,2021-08,2021-08-26
The site,Cred-R,2.959,The site,1Regular,2.959,2021-08,2021-08-26
The site,Cred-R,2.959,The competitor2,1Regular,2.959,2021-08,2021-08-26
The site,Cred-R,2.959,The competitor2,1Regular,2.959,2021-08,2021-08-26
The site,Md,3.459,The site,2Mid-Grade,3.459,2021-08,2021-08-26
The site,Md,3.459,The site,2Mid-Grade,3.459,2021-08,2021-08-26
The site,Md,3.459,The site,2Mid-Grade,3.459,2021-08,2021-08-26
The site,Md,3.459,The competitor2,2Mid-Grade,3.359,2021-08,2021-08-26
The site,Md,3.459,The competitor2,2Mid-Grade,3.359,2021-08,2021-08-26
The site,Pm,3.559,The competitor1,3Premium,3.319,2021-08,2021-08-26
The site,Pm,3.559,The site,3Premium,3.559,2021-08,2021-08-26
The site,Pm,3.559,The site,3Premium,3.559,2021-08,2021-08-26
The site,Pm,3.559,The site,3Premium,3.559,2021-08,2021-08-26
The site,Pm,3.559,The competitor2,3Premium,3.759,2021-08,2021-08-26
The site,Pm,3.559,The competitor2,3Premium,3.759,2021-08,2021-08-26
The site,Pm,3.559,The competitor2,3Premium,3.759,2021-08,2021-08-26
The site,Cred-R,2.959,The competitor1,1Regular,2.919,2021-08,2021-08-27
The site,Cred-R,2.959,The site,1Regular,2.959,2021-08,2021-08-27
The site,Cred-R,2.959,The site,1Regular,2.959,2021-08,2021-08-27
The site,Cred-R,2.959,The competitor2,1Regular,2.959,2021-08,2021-08-27
The site,Cred-R,2.959,The competitor2,1Regular,2.959,2021-08,2021-08-27
The site,Cred-R,2.959,The competitor2,1Regular,2.959,2021-08,2021-08-27
The site,Md,3.459,The competitor2,2Mid-Grade,3.359,2021-08,2021-08-27
The site,Md,3.459,The competitor2,2Mid-Grade,3.359,2021-08,2021-08-27
The site,Md,3.459,The competitor2,2Mid-Grade,3.359,2021-08,2021-08-27
The site,Pm,3.559,The competitor2,3Premium,3.759,2021-08,2021-08-27
The site,Pm,3.559,The competitor2,3Premium,3.759,2021-08,2021-08-27
The site,Cred-R,2.959,The competitor1,1Regular,2.919,2021-08,2021-08-28
The site,Cred-R,2.959,The competitor1,1Regular,2.919,2021-08,2021-08-28
The site,Cred-R,2.959,The site,1Regular,2.959,2021-08,2021-08-28
The site,Cred-R,2.959,The competitor2,1Regular,2.959,2021-08,2021-08-28
The site,Cred-R,2.959,The competitor2,1Regular,2.959,2021-08,2021-08-28
The site,Md,3.459,The site,2Mid-Grade,3.459,2021-08,2021-08-28
The site,Md,3.459,The competitor2,2Mid-Grade,3.359,2021-08,2021-08-28
The site,Md,3.459,The competitor2,2Mid-Grade,3.359,2021-08,2021-08-28
The site,Pm,3.559,The competitor1,3Premium,3.319,2021-08,2021-08-28
The site,Pm,3.559,The competitor1,3Premium,3.319,2021-08,2021-08-28
The site,Pm,3.559,The site,3Premium,3.559,2021-08,2021-08-28
The site,Pm,3.559,The competitor2,3Premium,3.759,2021-08,2021-08-28
The site,Pm,3.559,The competitor2,3Premium,3.759,2021-08,2021-08-28
The site,Cred-R,2.959,The competitor1,1Regular,2.919,2021-08,2021-08-29
The site,Cred-R,2.959,The competitor1,1Regular,2.919,2021-08,2021-08-29
The site,Cred-R,2.959,The site,1Regular,2.959,2021-08,2021-08-29
The site,Cred-R,2.959,The site,1Regular,2.959,2021-08,2021-08-29
The site,Cred-R,2.959,The competitor2,1Regular,2.959,2021-08,2021-08-29
The site,Cred-R,2.959,The competitor2,1Regular,2.959,2021-08,2021-08-29
The site,Md,3.459,The site,2Mid-Grade,3.459,2021-08,2021-08-29
The site,Md,3.459,The site,2Mid-Grade,3.459,2021-08,2021-08-29
The site,Md,3.459,The site,2Mid-Grade,3.459,2021-08,2021-08-29
The site,Md,3.459,The competitor2,2Mid-Grade,3.359,2021-08,2021-08-29
The site,Md,3.459,The competitor2,2Mid-Grade,3.359,2021-08,2021-08-29
The site,Md,3.459,The competitor2,2Mid-Grade,3.359,2021-08,2021-08-29
The site,Pm,3.559,The competitor1,3Premium,3.319,2021-08,2021-08-29
The site,Pm,3.559,The competitor1,3Premium,3.319,2021-08,2021-08-29
The site,Pm,3.559,The site,3Premium,3.559,2021-08,2021-08-29
The site,Pm,3.559,The site,3Premium,3.559,2021-08,2021-08-29
The site,Pm,3.559,The site,3Premium,3.559,2021-08,2021-08-29
The site,Pm,3.559,The competitor2,3Premium,3.759,2021-08,2021-08-29
The site,Pm,3.559,The competitor2,3Premium,3.759,2021-08,2021-08-29
The site,Cred-R,2.959,The competitor1,1Regular,2.919,2021-08,2021-08-30
The site,Cred-R,2.959,The site,1Regular,2.959,2021-08,2021-08-30
The site,Cred-R,2.959,The site,1Regular,2.959,2021-08,2021-08-30
The site,Cred-R,2.959,The site,1Regular,2.959,2021-08,2021-08-30
The site,Cred-R,2.959,The competitor2,1Regular,2.959,2021-08,2021-08-30
The site,Cred-R,2.959,The competitor2,1Regular,2.959,2021-08,2021-08-30
The site,Cred-R,2.959,The competitor2,1Regular,2.959,2021-08,2021-08-30
The site,Md,3.459,The site,2Mid-Grade,3.459,2021-08,2021-08-30
The site,Md,3.459,The site,2Mid-Grade,3.459,2021-08,2021-08-30
The site,Md,3.459,The competitor2,2Mid-Grade,3.359,2021-08,2021-08-30
The site,Md,3.459,The competitor2,2Mid-Grade,3.359,2021-08,2021-08-30
The site,Pm,3.559,The competitor1,3Premium,3.319,2021-08,2021-08-30
The site,Pm,3.559,The competitor1,3Premium,3.319,2021-08,2021-08-30
The site,Pm,3.559,The site,3Premium,3.559,2021-08,2021-08-30
The site,Pm,3.559,The site,3Premium,3.559,2021-08,2021-08-30
The site,Pm,3.559,The competitor2,3Premium,3.759,2021-08,2021-08-30
The site,Pm,3.559,The competitor2,3Premium,3.759,2021-08,2021-08-30
The site,Pm,3.559,The competitor2,3Premium,3.759,2021-08,2021-08-30
The site,Cred-R,2.959,The competitor1,1Regular,2.919,2021-08,2021-08-31
The site,Cred-R,2.959,The site,1Regular,2.959,2021-08,2021-08-31
The site,Cred-R,2.959,The site,1Regular,2.959,2021-08,2021-08-31
The site,Cred-R,2.959,The site,1Regular,2.959,2021-08,2021-08-31
The site,Cred-R,2.959,The competitor2,1Regular,2.959,2021-08,2021-08-31
The site,Cred-R,2.959,The competitor2,1Regular,2.959,2021-08,2021-08-31
The site,Cred-R,2.959,The competitor2,1Regular,2.959,2021-08,2021-08-31
The site,Md,3.459,The site,2Mid-Grade,3.459,2021-08,2021-08-31
The site,Md,3.459,The site,2Mid-Grade,3.459,2021-08,2021-08-31
The site,Md,3.459,The site,2Mid-Grade,3.459,2021-08,2021-08-31
The site,Md,3.459,The competitor2,2Mid-Grade,3.359,2021-08,2021-08-31
The site,Md,3.459,The competitor2,2Mid-Grade,3.359,2021-08,2021-08-31
The site,Md,3.459,The competitor2,2Mid-Grade,3.359,2021-08,2021-08-31
The site,Pm,3.559,The competitor1,3Premium,3.319,2021-08,2021-08-31
The site,Pm,3.559,The site,3Premium,3.559,2021-08,2021-08-31
The site,Pm,3.559,The site,3Premium,3.559,2021-08,2021-08-31
The site,Pm,3.559,The site,3Premium,3.559,2021-08,2021-08-31
The site,Pm,3.559,The competitor2,3Premium,3.759,2021-08,2021-08-31
The site,Pm,3.559,The competitor2,3Premium,3.759,2021-08,2021-08-31
The site,Pm,3.559,The competitor2,3Premium,3.759,2021-08,2021-08-31
The site,Pm,3.559,The competitor2,3Premium,3.759,2021-08,2021-08-31
The site,Cred-R,2.959,The competitor1,1Regular,2.919,2021-09,2021-09-01
The site,Cred-R,2.959,The site,1Regular,2.959,2021-09,2021-09-01
The site,Cred-R,2.959,The site,1Regular,2.959,2021-09,2021-09-01
The site,Cred-R,2.959,The competitor2,1Regular,2.959,2021-09,2021-09-01
The site,Cred-R,2.959,The competitor2,1Regular,2.999,2021-09,2021-09-01
The site,Cred-R,2.959,The competitor2,1Regular,2.999,2021-09,2021-09-01
The site,Md,3.459,The site,2Mid-Grade,3.459,2021-09,2021-09-01
The site,Md,3.459,The competitor2,2Mid-Grade,3.359,2021-09,2021-09-01
The site,Md,3.459,The competitor2,2Mid-Grade,3.399,2021-09,2021-09-01
The site,Pm,3.559,The competitor1,3Premium,3.319,2021-09,2021-09-01
The site,Pm,3.559,The site,3Premium,3.559,2021-09,2021-09-01
The site,Pm,3.559,The competitor2,3Premium,3.779,2021-09,2021-09-01
The site,Pm,3.559,The competitor2,3Premium,3.799,2021-09,2021-09-01
The site,Cred-R,2.959,The competitor1,1Regular,2.919,2021-09,2021-09-02
The site,Cred-R,2.959,The site,1Regular,2.959,2021-09,2021-09-02
The site,Cred-R,2.959,The site,1Regular,2.959,2021-09,2021-09-02
The site,Cred-R,2.959,The competitor2,1Regular,2.999,2021-09,2021-09-02
The site,Md,3.459,The site,2Mid-Grade,3.459,2021-09,2021-09-02
The site,Md,3.459,The competitor2,2Mid-Grade,3.399,2021-09,2021-09-02
The site,Md,3.459,The competitor2,2Mid-Grade,3.399,2021-09,2021-09-02
The site,Pm,3.559,The competitor1,3Premium,3.319,2021-09,2021-09-02
The site,Pm,3.559,The site,3Premium,3.559,2021-09,2021-09-02
The site,Pm,3.559,The competitor2,3Premium,3.799,2021-09,2021-09-02
The site,Cred-R,2.959,The competitor1,1Regular,2.919,2021-09,2021-09-03
The site,Cred-R,2.959,The competitor1,1Regular,2.919,2021-09,2021-09-03
The site,Cred-R,2.959,The site,1Regular,2.959,2021-09,2021-09-03
The site,Cred-R,2.959,The site,1Regular,2.959,2021-09,2021-09-03
The site,Cred-R,2.959,The competitor2,1Regular,2.999,2021-09,2021-09-03
The site,Cred-R,2.959,The competitor2,1Regular,2.999,2021-09,2021-09-03
The site,Cred-R,2.959,The competitor2,1Regular,2.999,2021-09,2021-09-03
The site,Md,3.459,The site,2Mid-Grade,3.459,2021-09,2021-09-03
The site,Md,3.459,The site,2Mid-Grade,3.459,2021-09,2021-09-03
The site,Md,3.459,The competitor2,2Mid-Grade,3.399,2021-09,2021-09-03
The site,Md,3.459,The competitor2,2Mid-Grade,3.399,2021-09,2021-09-03
The site,Pm,3.559,The competitor1,3Premium,3.319,2021-09,2021-09-03
The site,Pm,3.559,The competitor1,3Premium,3.319,2021-09,2021-09-03
The site,Pm,3.559,The site,3Premium,3.559,2021-09,2021-09-03
The site,Pm,3.559,The site,3Premium,3.559,2021-09,2021-09-03
The site,Pm,3.559,The competitor2,3Premium,3.779,2021-09,2021-09-03
The site,Pm,3.559,The competitor2,3Premium,3.799,2021-09,2021-09-03
The site,Pm,3.559,The competitor2,3Premium,3.799,2021-09,2021-09-03
The site,Cred-R,2.959,The competitor1,1Regular,2.919,2021-09,2021-09-04
The site,Cred-R,2.959,The site,1Regular,2.959,2021-09,2021-09-04
The site,Cred-R,2.959,The site,1Regular,2.959,2021-09,2021-09-04
The site,Cred-R,2.959,The site,1Regular,2.959,2021-09,2021-09-04
The site,Cred-R,2.959,The competitor2,1Regular,2.959,2021-09,2021-09-04
The site,Cred-R,2.959,The competitor2,1Regular,2.999,2021-09,2021-09-04
The site,Md,3.459,The site,2Mid-Grade,3.459,2021-09,2021-09-04
The site,Md,3.459,The site,2Mid-Grade,3.459,2021-09,2021-09-04
The site,Md,3.459,The site,2Mid-Grade,3.459,2021-09,2021-09-04
The site,Md,3.459,The competitor2,2Mid-Grade,3.359,2021-09,2021-09-04
The site,Md,3.459,The competitor2,2Mid-Grade,3.399,2021-09,2021-09-04
The site,Md,3.459,The competitor2,2Mid-Grade,3.399,2021-09,2021-09-04
The site,Pm,3.559,The competitor1,3Premium,3.319,2021-09,2021-09-04
The site,Pm,3.559,The site,3Premium,3.559,2021-09,2021-09-04
The site,Pm,3.559,The site,3Premium,3.559,2021-09,2021-09-04
The site,Pm,3.559,The site,3Premium,3.559,2021-09,2021-09-04
The site,Pm,3.559,The competitor2,3Premium,3.759,2021-09,2021-09-04
The site,Pm,3.559,The competitor2,3Premium,3.799,2021-09,2021-09-04
The site,Pm,3.559,The competitor2,3Premium,3.759,2021-09,2021-09-05
The site,Cred-R,2.959,The competitor1,1Regular,2.919,2021-09,2021-09-06
The site,Cred-R,2.959,The competitor1,1Regular,2.919,2021-09,2021-09-06
The site,Cred-R,2.959,The site,1Regular,2.959,2021-09,2021-09-06
The site,Cred-R,2.959,The site,1Regular,2.959,2021-09,2021-09-06
The site,Cred-R,2.959,The site,1Regular,2.959,2021-09,2021-09-06
The site,Cred-R,2.959,The competitor2,1Regular,2.959,2021-09,2021-09-06
The site,Cred-R,2.959,The competitor2,1Regular,2.959,2021-09,2021-09-06
The site,Cred-R,2.959,The competitor2,1Regular,2.959,2021-09,2021-09-06
The site,Md,3.459,The site,2Mid-Grade,3.459,2021-09,2021-09-06
The site,Md,3.459,The competitor2,2Mid-Grade,3.359,2021-09,2021-09-06
The site,Md,3.459,The competitor2,2Mid-Grade,3.359,2021-09,2021-09-06
The site,Md,3.459,The competitor2,2Mid-Grade,3.359,2021-09,2021-09-06
The site,Pm,3.559,The competitor1,3Premium,3.319,2021-09,2021-09-06
The site,Pm,3.559,The competitor1,3Premium,3.319,2021-09,2021-09-06
The site,Pm,3.559,The site,3Premium,3.559,2021-09,2021-09-06
The site,Pm,3.559,The competitor2,3Premium,3.759,2021-09,2021-09-06
The site,Pm,3.559,The competitor2,3Premium,3.759,2021-09,2021-09-06
The site,Cred-R,2.959,The competitor1,1Regular,2.919,2021-09,2021-09-07
The site,Cred-R,2.959,The site,1Regular,2.959,2021-09,2021-09-07
The site,Cred-R,2.959,The competitor2,1Regular,2.959,2021-09,2021-09-07
The site,Md,3.459,The site,2Mid-Grade,3.459,2021-09,2021-09-07
The site,Md,3.459,The site,2Mid-Grade,3.459,2021-09,2021-09-07
The site,Md,3.459,The competitor2,2Mid-Grade,3.359,2021-09,2021-09-07
The site,Md,3.459,The competitor2,2Mid-Grade,3.359,2021-09,2021-09-07
The site,Pm,3.559,The competitor1,3Premium,3.319,2021-09,2021-09-07
The site,Pm,3.559,The site,3Premium,3.559,2021-09,2021-09-07
The site,Pm,3.559,The site,3Premium,3.559,2021-09,2021-09-07
The site,Pm,3.559,The competitor2,3Premium,3.759,2021-09,2021-09-07
The site,Pm,3.559,The competitor2,3Premium,3.759,2021-09,2021-09-07
The site,Cred-R,2.959,The competitor1,1Regular,2.919,2021-09,2021-09-08
The site,Cred-R,2.959,The site,1Regular,2.959,2021-09,2021-09-08
The site,Cred-R,2.959,The site,1Regular,2.959,2021-09,2021-09-08
The site,Cred-R,2.959,The site,1Regular,2.959,2021-09,2021-09-08
The site,Cred-R,2.959,The competitor2,1Regular,2.959,2021-09,2021-09-08
The site,Cred-R,2.959,The competitor2,1Regular,2.959,2021-09,2021-09-08
The site,Cred-R,2.959,The competitor2,1Regular,2.959,2021-09,2021-09-08
The site,Md,3.459,The site,2Mid-Grade,3.459,2021-09,2021-09-08
The site,Md,3.459,The site,2Mid-Grade,3.459,2021-09,2021-09-08
The site,Md,3.459,The competitor2,2Mid-Grade,3.359,2021-09,2021-09-08
The site,Md,3.459,The competitor2,2Mid-Grade,3.359,2021-09,2021-09-08
The site,Pm,3.559,The competitor1,3Premium,3.319,2021-09,2021-09-08
The site,Pm,3.559,The site,3Premium,3.559,2021-09,2021-09-08
The site,Pm,3.559,The site,3Premium,3.559,2021-09,2021-09-08
The site,Pm,3.559,The site,3Premium,3.559,2021-09,2021-09-08
The site,Pm,3.559,The competitor2,3Premium,3.759,2021-09,2021-09-08
The site,Pm,3.559,The competitor2,3Premium,3.759,2021-09,2021-09-08
The site,Pm,3.559,The competitor2,3Premium,3.759,2021-09,2021-09-08
The site,Cred-R,2.959,The competitor1,1Regular,2.919,2021-09,2021-09-09
The site,Cred-R,2.959,The competitor1,1Regular,2.919,2021-09,2021-09-09
The site,Cred-R,2.959,The site,1Regular,2.959,2021-09,2021-09-09
The site,Cred-R,2.959,The site,1Regular,2.959,2021-09,2021-09-09
The site,Cred-R,2.959,The site,1Regular,2.959,2021-09,2021-09-09
The site,Cred-R,2.959,The competitor2,1Regular,2.959,2021-09,2021-09-09
The site,Cred-R,2.959,The competitor2,1Regular,2.959,2021-09,2021-09-09
The site,Cred-R,2.959,The competitor2,1Regular,2.959,2021-09,2021-09-09
The site,Md,3.459,The site,2Mid-Grade,3.459,2021-09,2021-09-09
The site,Md,3.459,The competitor2,2Mid-Grade,3.359,2021-09,2021-09-09
The site,Md,3.459,The competitor2,2Mid-Grade,3.359,2021-09,2021-09-09
The site,Md,3.459,The competitor2,2Mid-Grade,3.359,2021-09,2021-09-09
The site,Md,3.459,The competitor2,2Mid-Grade,3.359,2021-09,2021-09-09
The site,Pm,3.559,The competitor1,3Premium,3.319,2021-09,2021-09-09
The site,Pm,3.559,The competitor1,3Premium,3.319,2021-09,2021-09-09
The site,Pm,3.559,The site,3Premium,3.559,2021-09,2021-09-09
The site,Pm,3.559,The competitor2,3Premium,3.759,2021-09,2021-09-09
The site,Pm,3.559,The competitor2,3Premium,3.759,2021-09,2021-09-09
The site,Pm,3.559,The competitor2,3Premium,3.759,2021-09,2021-09-09
The site,Cred-R,2.959,The competitor1,1Regular,2.919,2021-09,2021-09-10
The site,Cred-R,2.959,The site,1Regular,2.959,2021-09,2021-09-10
The site,Cred-R,2.959,The site,1Regular,2.959,2021-09,2021-09-10
The site,Cred-R,2.959,The site,1Regular,2.959,2021-09,2021-09-10
The site,Cred-R,2.959,The competitor2,1Regular,2.959,2021-09,2021-09-10
The site,Cred-R,2.959,The competitor2,1Regular,2.959,2021-09,2021-09-10
The site,Cred-R,2.959,The competitor2,1Regular,2.959,2021-09,2021-09-10
The site,Md,3.459,The competitor2,2Mid-Grade,3.359,2021-09,2021-09-10
The site,Md,3.459,The competitor2,2Mid-Grade,3.359,2021-09,2021-09-10
The site,Md,3.459,The competitor2,2Mid-Grade,3.359,2021-09,2021-09-10
The site,Pm,3.559,The competitor1,3Premium,3.319,2021-09,2021-09-10
The site,Pm,3.559,The competitor1,3Premium,3.319,2021-09,2021-09-10
The site,Pm,3.559,The competitor2,3Premium,3.759,2021-09,2021-09-10
The site,Pm,3.559,The competitor2,3Premium,3.759,2021-09,2021-09-10
The site,Pm,3.559,The competitor2,3Premium,3.759,2021-09,2021-09-10
The site,Cred-R,2.959,The competitor1,1Regular,2.919,2021-09,2021-09-11
The site,Cred-R,2.959,The site,1Regular,2.959,2021-09,2021-09-11
The site,Cred-R,2.959,The site,1Regular,2.959,2021-09,2021-09-11
The site,Cred-R,2.959,The competitor2,1Regular,2.959,2021-09,2021-09-11
The site,Cred-R,2.959,The competitor2,1Regular,2.959,2021-09,2021-09-11
The site,Md,3.459,The site,2Mid-Grade,3.459,2021-09,2021-09-11
The site,Md,3.459,The competitor2,2Mid-Grade,3.359,2021-09,2021-09-11
The site,Pm,3.559,The competitor1,3Premium,3.319,2021-09,2021-09-11
The site,Pm,3.559,The site,3Premium,3.559,2021-09,2021-09-11
The site,Pm,3.559,The competitor2,3Premium,3.759,2021-09,2021-09-11
The site,Cred-R,2.959,The competitor1,1Regular,2.919,2021-09,2021-09-13
The site,Cred-R,2.959,The competitor1,1Regular,2.919,2021-09,2021-09-13
The site,Cred-R,2.959,The site,1Regular,2.959,2021-09,2021-09-13
The site,Cred-R,2.959,The site,1Regular,2.959,2021-09,2021-09-13
The site,Cred-R,2.959,The site,1Regular,2.959,2021-09,2021-09-13
The site,Cred-R,2.959,The competitor2,1Regular,2.959,2021-09,2021-09-13
The site,Cred-R,2.959,The competitor2,1Regular,2.959,2021-09,2021-09-13
The site,Cred-R,2.959,The competitor2,1Regular,2.959,2021-09,2021-09-13
The site,Md,3.459,The site,2Mid-Grade,3.459,2021-09,2021-09-13
The site,Md,3.459,The site,2Mid-Grade,3.459,2021-09,2021-09-13
The site,Md,3.459,The site,2Mid-Grade,3.459,2021-09,2021-09-13
The site,Md,3.459,The competitor2,2Mid-Grade,3.359,2021-09,2021-09-13
The site,Md,3.459,The competitor2,2Mid-Grade,3.359,2021-09,2021-09-13
The site,Md,3.459,The competitor2,2Mid-Grade,3.359,2021-09,2021-09-13
The site,Md,3.459,The competitor2,2Mid-Grade,3.359,2021-09,2021-09-13
The site,Pm,3.559,The competitor1,3Premium,3.319,2021-09,2021-09-13
The site,Pm,3.559,The site,3Premium,3.559,2021-09,2021-09-13
The site,Pm,3.559,The site,3Premium,3.559,2021-09,2021-09-13
The site,Pm,3.559,The site,3Premium,3.559,2021-09,2021-09-13
The site,Pm,3.559,The competitor2,3Premium,3.759,2021-09,2021-09-13
The site,Pm,3.559,The competitor2,3Premium,3.759,2021-09,2021-09-13
The site,Pm,3.559,The competitor2,3Premium,3.759,2021-09,2021-09-13
The site,Pm,3.559,The competitor2,3Premium,3.759,2021-09,2021-09-13
The site,Cred-R,2.959,The competitor1,1Regular,2.919,2021-09,2021-09-14
The site,Cred-R,2.959,The competitor1,1Regular,2.919,2021-09,2021-09-14
The site,Cred-R,2.959,The site,1Regular,2.959,2021-09,2021-09-14
The site,Cred-R,2.959,The site,1Regular,2.959,2021-09,2021-09-14
The site,Cred-R,2.959,The site,1Regular,2.959,2021-09,2021-09-14
The site,Cred-R,2.959,The competitor2,1Regular,2.959,2021-09,2021-09-14
The site,Cred-R,2.959,The competitor2,1Regular,2.959,2021-09,2021-09-14
The site,Cred-R,2.959,The competitor2,1Regular,2.999,2021-09,2021-09-14
The site,Md,3.459,The competitor2,2Mid-Grade,3.359,2021-09,2021-09-14
The site,Md,3.459,The competitor2,2Mid-Grade,3.399,2021-09,2021-09-14
The site,Pm,3.559,The competitor1,3Premium,3.319,2021-09,2021-09-14
The site,Pm,3.559,The competitor1,3Premium,3.319,2021-09,2021-09-14
The site,Pm,3.559,The competitor2,3Premium,3.759,2021-09,2021-09-14
The site,Pm,3.559,The competitor2,3Premium,3.799,2021-09,2021-09-14
The site,Pm,3.559,The competitor2,3Premium,3.799,2021-09,2021-09-14
The site,Cred-R,2.959,The site,1Regular,2.959,2021-09,2021-09-15
The site,Cred-R,2.959,The site,1Regular,2.999,2021-09,2021-09-15
The site,Cred-R,2.959,The competitor2,1Regular,2.999,2021-09,2021-09-15
The site,Cred-R,2.959,The competitor2,1Regular,2.999,2021-09,2021-09-15
The site,Md,3.459,The competitor2,2Mid-Grade,3.399,2021-09,2021-09-15
The site,Md,3.459,The competitor2,2Mid-Grade,3.399,2021-09,2021-09-15
The site,Md,3.459,The competitor2,2Mid-Grade,3.399,2021-09,2021-09-15
The site,Pm,3.559,The site,3Premium,3.599,2021-09,2021-09-15
The site,Pm,3.559,The competitor2,3Premium,3.799,2021-09,2021-09-15
The site,Pm,3.559,The competitor2,3Premium,3.799,2021-09,2021-09-15
The site,Cred-R,2.959,The site,1Regular,2.959,2021-09,2021-09-15
The site,Cred-R,2.959,The site,1Regular,2.999,2021-09,2021-09-15
The site,Cred-R,2.959,The competitor2,1Regular,2.999,2021-09,2021-09-15
The site,Cred-R,2.959,The competitor2,1Regular,2.999,2021-09,2021-09-15
The site,Md,3.459,The competitor2,2Mid-Grade,3.399,2021-09,2021-09-15
The site,Md,3.459,The competitor2,2Mid-Grade,3.399,2021-09,2021-09-15
The site,Md,3.459,The competitor2,2Mid-Grade,3.399,2021-09,2021-09-15
The site,Pm,3.559,The site,3Premium,3.599,2021-09,2021-09-15
The site,Pm,3.559,The competitor2,3Premium,3.799,2021-09,2021-09-15
The site,Pm,3.559,The competitor2,3Premium,3.799,2021-09,2021-09-15
The site,Cred-R,2.999,The competitor1,1Regular,2.919,2021-09,2021-09-16
The site,Cred-R,2.999,The competitor1,1Regular,2.919,2021-09,2021-09-16
The site,Cred-R,2.999,The site,1Regular,2.999,2021-09,2021-09-16
The site,Cred-R,2.999,The site,1Regular,2.999,2021-09,2021-09-16
The site,Cred-R,2.999,The competitor2,1Regular,2.999,2021-09,2021-09-16
The site,Cred-R,2.999,The competitor2,1Regular,2.999,2021-09,2021-09-16
The site,Md,3.499,The site,2Mid-Grade,3.459,2021-09,2021-09-16
The site,Md,3.499,The site,2Mid-Grade,3.499,2021-09,2021-09-16
The site,Md,3.499,The competitor2,2Mid-Grade,3.399,2021-09,2021-09-16
The site,Md,3.499,The competitor2,2Mid-Grade,3.399,2021-09,2021-09-16
The site,Pm,3.599,The competitor1,3Premium,3.319,2021-09,2021-09-16
The site,Pm,3.599,The competitor1,3Premium,3.319,2021-09,2021-09-16
The site,Pm,3.599,The site,3Premium,3.599,2021-09,2021-09-16
The site,Pm,3.599,The site,3Premium,3.599,2021-09,2021-09-16
The site,Pm,3.599,The competitor2,3Premium,3.799,2021-09,2021-09-16
The site,Pm,3.599,The competitor2,3Premium,3.799,2021-09,2021-09-16
The site,Cred-R,2.999,The site,1Regular,2.999,2021-09,2021-09-17
The site,Cred-R,2.999,The site,1Regular,2.999,2021-09,2021-09-17
The site,Cred-R,2.999,The site,1Regular,2.999,2021-09,2021-09-17
The site,Cred-R,2.999,The competitor2,1Regular,2.999,2021-09,2021-09-17
The site,Cred-R,2.999,The competitor2,1Regular,2.999,2021-09,2021-09-17
The site,Cred-R,2.999,The competitor2,1Regular,3.039,2021-09,2021-09-17
The site,Md,3.499,The competitor2,2Mid-Grade,3.399,2021-09,2021-09-17
The site,Md,3.499,The competitor2,2Mid-Grade,3.439,2021-09,2021-09-17
The site,Md,3.499,The competitor2,2Mid-Grade,3.439,2021-09,2021-09-17
The site,Pm,3.599,The site,3Premium,3.599,2021-09,2021-09-17
The site,Pm,3.599,The competitor2,3Premium,3.799,2021-09,2021-09-17
The site,Pm,3.599,The competitor2,3Premium,3.839,2021-09,2021-09-17
The site,Pm,3.599,The competitor2,3Premium,3.839,2021-09,2021-09-17
The site,Cred-R,2.999,The competitor1,1Regular,2.949,2021-09,2021-09-18
The site,Cred-R,2.999,The site,1Regular,2.999,2021-09,2021-09-18
The site,Cred-R,2.999,The site,1Regular,2.999,2021-09,2021-09-18
The site,Cred-R,2.999,The site,1Regular,2.999,2021-09,2021-09-18
The site,Cred-R,2.999,The competitor2,1Regular,3.039,2021-09,2021-09-18
The site,Cred-R,2.999,The competitor2,1Regular,3.039,2021-09,2021-09-18
The site,Md,3.499,The competitor2,2Mid-Grade,3.439,2021-09,2021-09-18
The site,Md,3.499,The competitor2,2Mid-Grade,3.439,2021-09,2021-09-18
The site,Pm,3.599,The competitor1,3Premium,3.349,2021-09,2021-09-18
The site,Pm,3.599,The site,3Premium,3.599,2021-09,2021-09-18
The site,Pm,3.599,The competitor2,3Premium,3.819,2021-09,2021-09-18
The site,Pm,3.599,The competitor2,3Premium,3.839,2021-09,2021-09-18
The site,Cred-R,2.999,The competitor1,1Regular,2.949,2021-09,2021-09-19
